Phase,Precision,Recall,F1-Score,PR_AUC,Threshold_for_PRF1
P,0.9824257425742574,0.9873134328358208,0.984863523573201,0.999083986626469,0.3
S,0.981029810298103,0.9905472636815921,0.9857655650451789,0.9991244635628327,0.3
