Phase,Precision,Recall,F1-Score,PR_AUC,Threshold_for_PRF1
P,0.9582232893157263,0.9927860696517413,0.975198533903482,0.9986332598552252,0.3
S,0.9557839388145315,0.994776119402985,0.9748902974158947,0.998788447543285,0.3
N,0.9555661729574773,0.9950248756218906,0.9748964172556666,0.9989116572047027,0.3
